1.6122e-07,2.3876e-07,8.7289e-09,6.5425e-07,1.3516e-09,2.3670e-11,5.8425e-04,9.1376e-13,9.9941e-01,4.7231e-10
2.3002e-03,4.8189e-04,1.1102e-02,3.1110e-02,5.8165e-02,1.9685e-05,8.8679e-01,2.9887e-07,9.9867e-03,4.4630e-05
4.2850e-03,1.3990e-04,1.2282e-01,4.0219e-02,5.3345e-02,2.7060e-04,7.7845e-01,6.4813e-07,4.6181e-04,4.1593e-06
1.0574e-02,1.8190e-05,1.1376e-02,1.0770e-01,4.1151e-02,3.1238e-04,8.2876e-01,9.4147e-06,1.0472e-04,2.9561e-07
5.4463e-03,1.0161e-05,3.0602e-02,2.7400e-02,6.2431e-02,1.2296e-03,8.7272e-01,1.9018e-08,1.6030e-04,7.7890e-07
1.3308e-02,2.5183e-05,3.0244e-02,2.7981e-02,1.8210e-02,4.3085e-06,9.0846e-01,4.0089e-08,1.7668e-03,1.5780e-06
8.9366e-03,9.8534e-05,8.0010e-03,1.1213e-01,1.3566e-02,1.6833e-05,8.5309e-01,3.7327e-07,4.1640e-03,1.1815e-06
1.3641e-02,6.6736e-06,8.3300e-03,1.0982e-02,2.2220e-02,1.8846e-06,9.4438e-01,1.4017e-09,4.4087e-04,1.1464e-07
1.3313e-02,8.5694e-06,8.6196e-03,1.5144e-02,1.5486e-02,2.3347e-05,9.3631e-01,2.5215e-06,1.1090e-02,3.6077e-06
8.2445e-02,2.9444e-04,3.1502e-02,4.1839e-02,4.3593e-02,9.7331e-05,7.8213e-01,9.1068e-07,1.8009e-02,8.5576e-05
7.3725e-02,4.9262e-04,8.8544e-03,5.0881e-02,1.4123e-02,7.6048e-06,8.4688e-01,2.8310e-08,5.0332e-03,1.4512e-06
1.3236e-01,9.1748e-07,6.1484e-02,9.4984e-02,1.4247e-02,2.3167e-06,6.8634e-01,2.4274e-08,1.0583e-02,1.7507e-07
8.0771e-02,9.4780e-06,2.1105e-01,1.9363e-02,2.4745e-01,1.4231e-06,3.4755e-01,8.7682e-06,9.3793e-02,2.5040e-06
9.8330e-02,1.1434e-05,5.2358e-02,1.2351e-01,2.8389e-02,1.2920e-07,6.9462e-01,1.2453e-07,2.7750e-03,7.1148e-08
1.9168e-01,1.2326e-04,2.8234e-02,2.1572e-01,4.0146e-03,9.0420e-07,5.3579e-01,2.7444e-08,2.4420e-02,1.1613e-05
1.0188e-01,3.5981e-05,1.8799e-02,8.3294e-02,5.8668e-02,5.3845e-05,6.9558e-01,5.8594e-07,4.1684e-02,4.7681e-07
6.8623e-02,4.0226e-05,1.0667e-01,1.5425e-01,1.3900e-02,7.2145e-06,6.0940e-01,3.5322e-07,4.7100e-02,9.6413e-07
1.1442e-01,4.3548e-03,1.1367e-02,9.3416e-02,7.8060e-02,3.1809e-06,6.8955e-01,1.7344e-07,8.8317e-03,1.5212e-06
9.1747e-02,1.1630e-06,1.7499e-03,1.2167e-01,5.0007e-02,1.8731e-06,7.0421e-01,9.9792e-07,3.0556e-02,4.6987e-05
1.4654e-01,4.6745e-05,1.2709e-01,1.5442e-02,2.2179e-01,1.1843e-05,4.3894e-01,4.5261e-07,5.0115e-02,2.7912e-05
7.5814e-02,7.3162e-05,7.7495e-03,2.0010e-01,3.0928e-02,4.9689e-04,6.0192e-01,1.8700e-06,8.2912e-02,2.6369e-06
9.9100e-02,3.5639e-05,1.7854e-02,9.3134e-02,1.1925e-02,9.4567e-05,7.4190e-01,1.4567e-06,3.5949e-02,1.0256e-06
1.5811e-01,1.5962e-05,1.7843e-01,4.2959e-03,2.9848e-02,4.4889e-05,5.0738e-01,5.9192e-07,1.2188e-01,1.6183e-07
1.7938e-01,1.1341e-03,2.6050e-02,2.2392e-01,2.2993e-02,7.5976e-06,5.1520e-01,2.9224e-05,3.1273e-02,1.6815e-05
3.9739e-02,3.9139e-06,2.1540e-03,3.6930e-01,3.2957e-03,2.4590e-03,4.9320e-01,1.3357e-07,8.9832e-02,2.2738e-05
1.2657e-01,3.3812e-05,6.3297e-02,2.3259e-02,2.8822e-02,1.0689e-05,6.7142e-01,2.1900e-06,8.6586e-02,3.9228e-06
2.3191e-01,4.1479e-05,5.3412e-02,2.1729e-02,3.4566e-02,4.8881e-05,6.1667e-01,4.4864e-06,4.1599e-02,1.5003e-05
7.8041e-02,4.6295e-04,3.0657e-02,2.2236e-01,4.7023e-02,1.6333e-05,5.8730e-01,5.4310e-06,3.2483e-02,1.6435e-03
1.0070e-01,1.4398e-05,9.2830e-02,9.8075e-02,7.0468e-03,7.4325e-05,6.7309e-01,7.3725e-05,2.7995e-02,9.6513e-05
7.8024e-02,1.9757e-05,6.6120e-02,4.6084e-02,2.4665e-02,2.2045e-03,7.3974e-01,1.4226e-04,4.2925e-02,7.9109e-05
8.4710e-02,1.8200e-06,2.8860e-02,1.6167e-01,8.3871e-02,3.0570e-05,5.3250e-01,5.3809e-07,1.0836e-01,7.5532e-07
1.4448e-01,2.0119e-04,2.1474e-01,2.3053e-01,2.1699e-02,2.2171e-04,3.5742e-01,9.0282e-05,3.0074e-02,5.3929e-04
1.0756e-01,1.0509e-02,6.6729e-02,1.0972e-01,2.1667e-02,5.8722e-06,6.6839e-01,3.7222e-07,1.5421e-02,4.6415e-06
1.3603e-01,1.0225e-05,4.7990e-02,2.0743e-02,8.0876e-02,1.8095e-06,6.5721e-01,8.8992e-08,5.7137e-02,1.5459e-06
9.1031e-02,2.5457e-04,6.1843e-02,5.4937e-03,2.0088e-02,2.4343e-06,8.0509e-01,4.5225e-07,1.6197e-02,4.3173e-06
3.5990e-02,1.1104e-04,3.7954e-02,7.0229e-02,6.0018e-03,2.8060e-05,8.0579e-01,2.7414e-07,4.3899e-02,5.1687e-07
8.6259e-02,7.1455e-06,3.4703e-02,1.0683e-01,6.1101e-03,3.7363e-04,7.0664e-01,1.6690e-08,5.9070e-02,6.4662e-06
